router,type,owner,chassis,pop,address,city,state,clli_code,isis_interface,adj_router,adj_router_type,adj_router_owner,adj_router_chassis,adj_interface,bandwidth_kbps
SCR3.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae6.0,MAR1.ORL1,MAR,GBLX,M120,ae1.0,10000000
SCR3.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae7.0,MAR2.ORL1,MAR,GBLX,M120,ae1.0,10000000
SCR3.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae2.0,ORL1-CR1,CR,TWTC-JUNIPER,MX960,ae3.0,30000000
SCR3.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae3.0,SCR2.TMP1,SCR,GBLX,7750-SR-12,ae1,100000000
SCR3.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae0.0,SCR4.ORL1,SCR,GBLX,MX10003,ae0.0,100000000
SCR3.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae1.0,SDR3.ATL2,SDR,GBLX,MX10008,ae5.0,100000000
SCR3.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae20.0,VAR1.ORL4,VAR,TWTC-JUNIPER,MX10003,ae20.0,100000000
SCR4.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae5.0,ESP1.ORL1,ESP,GBLX,7750-SR-12,ae2,30000000
SCR4.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae6.0,MAR1.ORL1,MAR,GBLX,M120,ae2.0,10000000
SCR4.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae7.0,MAR2.ORL1,MAR,GBLX,M120,ae2.0,10000000
SCR4.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae2.0,ORL1-CR2,CR,TWTC-JUNIPER,MX960,ae3.0,30000000
SCR4.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae0.0,SCR3.ORL1,SCR,GBLX,MX10003,ae0.0,100000000
SCR4.ORL1,SCR,GBLX,MX10003,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae20.0,VAR1.ORL4,VAR,TWTC-JUNIPER,MX10003,ae21.0,100000000
BAR1.ORL1,BAR,L3,MX960,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae0.11,BAR2.ORL1,BAR,L3,MX960,ae0.11,null
BAR1.ORL1,BAR,L3,MX960,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae6.8,BAR3.ORL1,BAR,L3,PTX10008,ae6.8,null
BAR2.ORL1,BAR,L3,MX960,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae0.11,BAR1.ORL1,BAR,L3,MX960,ae0.11,null
BAR2.ORL1,BAR,L3,MX960,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae6.7,BAR4.ORL1,BAR,L3,PTX10008,ae6.7,null
BAR3.ORL1,BAR,L3,PTX10008,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae6.8,BAR1.ORL1,BAR,L3,MX960,ae6.8,null
BAR3.ORL1,BAR,L3,PTX10008,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae2.2,BAR3.TMP1,BAR,L3,PTX10008,ae2.2,null
BAR3.ORL1,BAR,L3,PTX10008,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae4.4,BAR4.ORL1,BAR,L3,PTX10008,ae4.4,null
BAR3.ORL1,BAR,L3,PTX10008,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae7.7,EBR2.MIA42,EBR,L3,PTX10008,ae7.7,null
BAR4.ORL1,BAR,L3,PTX10008,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae6.7,BAR2.ORL1,BAR,L3,MX960,ae6.7,null
BAR4.ORL1,BAR,L3,PTX10008,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae4.4,BAR3.ORL1,BAR,L3,PTX10008,ae4.4,null
BAR4.ORL1,BAR,L3,PTX10008,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae5.5,EAR1.JAX5,EAR,L3,7750-SR-2s,ae5.5,null
BAR4.ORL1,BAR,L3,PTX10008,ORL1,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae1.8,EBR1.ATL2,EBR,L3,PTX10008,ae15.8,null
ORL-EDGE-01,EDGE,QCC,M320,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,xe-0/0/0.0,ORL-PCOR-20,PCOR,QCC,7950-XRS-20,te-1/1/12,10000000
ORL-EDGE-01,EDGE,QCC,M320,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ge-1/1/0.0,ORL-PCOR-21,PCOR,QCC,7950-XRS-20,te-1/1/12,10000000
ORL-EDGE-02,EDGE,QCC,MX960,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae0.0,ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ae7,40000000
ORL-EDGE-02,EDGE,QCC,MX960,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae1.0,ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ae7,40000000
ORL-EDGE-03,EDGE,QCC,MX960,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae0.0,ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ae6,40000000
ORL-EDGE-03,EDGE,QCC,MX960,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae1.0,ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ae6,40000000
ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae5,BB-WNPKFLXE-JX9-01,BB,LC,MX960,ae8.0,80000000
ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae12,FRP-PCOR-21,PCOR,QCC,7950-XRS-40,ae19,500000000
ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae4,FTM-PCOR-01,PCOR,QCC,MX960,ae0.0,300000000
,,,,,,,,,,,,,,,
ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae7,ORL-EDGE-02,EDGE,QCC,MX960,ae0.0,40000000
ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae6,ORL-EDGE-03,EDGE,QCC,MX960,ae0.0,40000000
ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae21,ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ae21,600000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae3,ORLF-AGW1,AGW,QCC,MX2010,ae0.0,100000000
ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae5,BB-WNPKFLXE-JX9-02,BB,LC,MX960,ae9.0,80000000
ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae10,DCA-PCOR-21,PCOR,QCC,7950-XRS-20,ae40,200000000
ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae4,MIA-PCOR-03,PCOR,QCC,MX960,ae4.0,400000000
,,,,,,,,,,,,,,,
ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae7,ORL-EDGE-02,EDGE,QCC,MX960,ae1.0,40000000
ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae6,ORL-EDGE-03,EDGE,QCC,MX960,ae1.0,40000000
ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae21,ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ae21,600000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae3,ORLF-AGW2,AGW,QCC,MX2010,ae0.0,100000000
ORL-PRIV-20,PRIV,QCC,7750-SR-12,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae1,ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ae2,10000000
ORL-PRIV-20,PRIV,QCC,7750-SR-12,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae2,ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ae2,10000000
ORL-PRIV-21,PRIV,QCC,7750-SR-12,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae1,ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ae9,10000000
ORL-PRIV-21,PRIV,QCC,7750-SR-12,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae2,ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ae9,10000000
ORL-SVCS-10,SVCS,QCC,MX480,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae0.0,ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ae1,10000000
ORL-SVCS-10,SVCS,QCC,MX480,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae1.0,ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ae1,10000000
ORL-VIRR-01,VIRR,QCC,VRR,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,em0.0,ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ae15.13,10000000
ORL-VIRR-01,VIRR,QCC,VRR,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,em1.0,ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ae15.15,10000000
ORL-VIRR-02,VIRR,QCC,VRR,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,em0.0,ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ae15.14,10000000
ORL-VIRR-02,VIRR,QCC,VRR,ORL,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,em1.0,ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ae15.16,10000000
ORLF-AGW1,AGW,QCC,MX2010,ORLF,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae0.0,ORL-PCOR-20,PCOR,QCC,7950-XRS-20,ae3,100000000
ORLF-AGW1,AGW,QCC,MX2010,ORLF,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae1.0,ORLF-AGW2,AGW,QCC,MX2010,ae1.0,400000000
ORLF-AGW2,AGW,QCC,MX2010,ORLF,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae0.0,ORL-PCOR-21,PCOR,QCC,7950-XRS-20,ae3,100000000
ORLF-AGW2,AGW,QCC,MX2010,ORLF,3621 ALL AMERICAN BLVD,ORLANDO,FLORIDA,ORLFFL43,ae1.0,ORLF-AGW1,AGW,QCC,MX2010,ae1.0,400000000
ORL1-AR2,AR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-0/0/0.0,ORL1-CR1,CR,TWTC-JUNIPER,MX960,xe-1/0/0.0,10000000
ORL1-AR2,AR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-11/0/0.0,ORL1-CR2,CR,TWTC-JUNIPER,MX960,xe-1/0/0.0,10000000
ORL1-AR3,AR,TWTC-JUNIPER,M120,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-0/0/0.0,ORL1-CR1,CR,TWTC-JUNIPER,MX960,xe-0/1/0.0,10000000
ORL1-AR3,AR,TWTC-JUNIPER,M120,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-1/0/0.0,ORL1-CR2,CR,TWTC-JUNIPER,MX960,xe-0/1/0.0,10000000
ORL1-AR4,AR,TWTC-JUNIPER,MX480,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-0/0/0.0,ORL1-CR1,CR,TWTC-JUNIPER,MX960,xe-11/2/0.0,10000000
ORL1-AR4,AR,TWTC-JUNIPER,MX480,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-2/0/0.0,ORL1-CR2,CR,TWTC-JUNIPER,MX960,xe-11/2/0.0,10000000
ORL1-CR1,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-1/0/0.0,ORL1-AR2,AR,TWTC-JUNIPER,MX960,xe-0/0/0.0,10000000
ORL1-CR1,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-0/1/0.0,ORL1-AR3,AR,TWTC-JUNIPER,M120,xe-0/0/0.0,10000000
ORL1-CR1,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-11/2/0.0,ORL1-AR4,AR,TWTC-JUNIPER,MX480,xe-0/0/0.0,10000000
ORL1-CR1,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,ae0.0,ORL1-CR2,CR,TWTC-JUNIPER,MX960,ae0.0,30000000
ORL1-CR1,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,ae20.0,ORL1-ER1,ER,TWTC-JUNIPER,MX480,ae20.0,20000000
ORL1-CR1,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-1/2/0.0,ORL1-ER2,ER,TWTC-JUNIPER,MX480,xe-0/0/0.0,10000000
ORL1-CR1,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,ae3.0,SCR3.ORL1,SCR,GBLX,MX10003,ae2.0,30000000
ORL1-CR2,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-1/0/0.0,ORL1-AR2,AR,TWTC-JUNIPER,MX960,xe-11/0/0.0,10000000
ORL1-CR2,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-0/1/0.0,ORL1-AR3,AR,TWTC-JUNIPER,M120,xe-1/0/0.0,10000000
ORL1-CR2,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-11/2/0.0,ORL1-AR4,AR,TWTC-JUNIPER,MX480,xe-2/0/0.0,10000000
ORL1-CR2,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,ae0.0,ORL1-CR1,CR,TWTC-JUNIPER,MX960,ae0.0,30000000
ORL1-CR2,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,ae20.0,ORL1-ER1,ER,TWTC-JUNIPER,MX480,ae21.0,20000000
ORL1-CR2,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-1/2/0.0,ORL1-ER2,ER,TWTC-JUNIPER,MX480,xe-1/0/0.0,10000000
ORL1-CR2,CR,TWTC-JUNIPER,MX960,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,ae3.0,SCR4.ORL1,SCR,GBLX,MX10003,ae2.0,30000000
ORL1-ER1,ER,TWTC-JUNIPER,MX480,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,ae20.0,ORL1-CR1,CR,TWTC-JUNIPER,MX960,ae20.0,20000000
ORL1-ER1,ER,TWTC-JUNIPER,MX480,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,ae21.0,ORL1-CR2,CR,TWTC-JUNIPER,MX960,ae20.0,20000000
ORL1-ER2,ER,TWTC-JUNIPER,MX480,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-0/0/0.0,ORL1-CR1,CR,TWTC-JUNIPER,MX960,xe-1/2/0.0,10000000
ORL1-ER2,ER,TWTC-JUNIPER,MX480,ORL1,7003 PRESIDENTS DR,ORLANDO,FLORIDA,ORLFFLHX,xe-1/0/0.0,ORL1-CR2,CR,TWTC-JUNIPER,MX960,xe-1/2/0.0,10000000
VAR1.ORL4,VAR,TWTC-JUNIPER,MX10003,ORL4,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae20.0,SCR3.ORL1,SCR,GBLX,MX10003,ae20.0,100000000
VAR1.ORL4,VAR,TWTC-JUNIPER,MX10003,ORL4,380 S LAKE DESTINY DR,ORLANDO,FLORIDA,ORLFFLEJ,ae21.0,SCR4.ORL1,SCR,GBLX,MX10003,ae20.0,100000000
ESP1.TAL2,ESP,GBLX,7750-SR-12,TAL2,2075 MARYLAND CIR,TALLAHASSEE,FLORIDA,TLHSFL01,ae6,SCR2.JAX5,SCR,GBLX,MX10003,ae23.0,10000000
ESP1.TAL2,ESP,GBLX,7750-SR-12,TAL2,2075 MARYLAND CIR,TALLAHASSEE,FLORIDA,TLHSFL01,ae5,SDR4.ATL2,SDR,GBLX,MX10008,ae11.0,10000000
TLH-EDGE-02,EDGE,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae0.0,TLH-PCOR-01,PCOR,QCC,MX960,ae8.0,40000000
TLH-EDGE-02,EDGE,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae1.0,TLH-PCOR-02,PCOR,QCC,MX960,ae8.0,40000000
TLH-PCOR-01,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae14.0,BB-FOLYALXA-JX4-02,BB,LC,MX480,ae14.0,20000000
TLH-PCOR-01,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae4.0,BB-TLHSFLXA-JX9-01,BB,LC,MX960,ae8.0,40000000
TLH-PCOR-01,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae13.0,FRP-PCOR-20,PCOR,QCC,7950-XRS-40,ae20,300000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
TLH-PCOR-01,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae8.0,TLH-EDGE-02,EDGE,QCC,MX960,ae0.0,40000000
TLH-PCOR-01,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae0.0,TLH-PCOR-02,PCOR,QCC,MX960,ae0.0,300000000
TLH-PCOR-01,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae3.0,TLH-PRIV-20,PRIV,QCC,7750-SR-12,ae4,20000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
TLH-PCOR-01,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae9.0,TLHS-AGW1,AGW,QCC,MX480,ae0.0,70000000
TLH-PCOR-02,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae4.0,BB-TLHSFLXA-JX9-02,BB,LC,MX960,ae8.0,40000000
TLH-PCOR-02,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae5.0,FTW-PCOR-21,PCOR,QCC,7950-XRS-20,ae5,100000000
TLH-PCOR-02,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae10.0,MIA-PCOR-04,PCOR,QCC,MX960,ae14.0,200000000
TLH-PCOR-02,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae13.0,NWO-PRIV-21,PRIV,QCC,7750-SR-12,ae1,100000000
TLH-PCOR-02,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae8.0,TLH-EDGE-02,EDGE,QCC,MX960,ae1.0,40000000
TLH-PCOR-02,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae0.0,TLH-PCOR-01,PCOR,QCC,MX960,ae0.0,300000000
TLH-PCOR-02,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae3.0,TLH-PRIV-20,PRIV,QCC,7750-SR-12,ae5,20000000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
TLH-PCOR-02,PCOR,QCC,MX960,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae9.0,TLHS-AGW2,AGW,QCC,MX480,ae0.0,70000000
TLH-PRIV-20,PRIV,QCC,7750-SR-12,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae4,TLH-PCOR-01,PCOR,QCC,MX960,ae3.0,20000000
TLH-PRIV-20,PRIV,QCC,7750-SR-12,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae5,TLH-PCOR-02,PCOR,QCC,MX960,ae3.0,20000000
TLH-PRIV-21,PRIV,QCC,7750-SR-12,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae1,TLH-PCOR-01,PCOR,QCC,MX960,ae6.0,10000000
TLH-PRIV-21,PRIV,QCC,7750-SR-12,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae2,TLH-PCOR-02,PCOR,QCC,MX960,ae6.0,10000000
TLH-SVCS-10,SVCS,QCC,MX480,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae0.0,TLH-PCOR-01,PCOR,QCC,MX960,ae11.0,10000000
TLH-SVCS-10,SVCS,QCC,MX480,TLH,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae1.0,TLH-PCOR-02,PCOR,QCC,MX960,ae11.0,10000000
TLHS-AGW1,AGW,QCC,MX480,TLHS,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae0.0,TLH-PCOR-01,PCOR,QCC,MX960,ae9.0,70000000
TLHS-AGW1,AGW,QCC,MX480,TLHS,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae1.0,TLHS-AGW2,AGW,QCC,MX480,ae1.0,200000000
TLHS-AGW2,AGW,QCC,MX480,TLHS,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae0.0,TLH-PCOR-02,PCOR,QCC,MX960,ae9.0,70000000
TLHS-AGW2,AGW,QCC,MX480,TLHS,603 W GAINES ST,TALLAHASSEE,FLORIDA,TLHSFLTE,ae1.0,TLHS-AGW1,AGW,QCC,MX480,ae1.0,200000000
VAR1.TAL1,VAR,TWTC-JUNIPER,MX480,TAL1,619 MABRY ST,TALLAHASSEE,FLORIDA,TLHSFLPW,ae20.0,SDR3.ATL2,SDR,GBLX,MX10008,ae15.0,10000000
VAR1.TAL1,VAR,TWTC-JUNIPER,MX480,TAL1,619 MABRY ST,TALLAHASSEE,FLORIDA,TLHSFLPW,ae21.0,VAR2.TAL1,VAR,TWTC-JUNIPER,MX480,ae21.0,10000000
VAR2.TAL1,VAR,TWTC-JUNIPER,MX480,TAL1,619 MABRY ST,TALLAHASSEE,FLORIDA,TLHSFLPW,ae20.0,JAX1-CR2,CR,TWTC-JUNIPER,MX480,ae20.0,10000000
VAR2.TAL1,VAR,TWTC-JUNIPER,MX480,TAL1,619 MABRY ST,TALLAHASSEE,FLORIDA,TLHSFLPW,ae21.0,VAR1.TAL1,VAR,TWTC-JUNIPER,MX480,ae21.0,10000000
VAR3.TAL1,VAR,TWTC-JUNIPER,MX10003,TAL1,619 MABRY ST,TALLAHASSEE,FLORIDA,TLHSFLPW,ae20.0,SCR1.JAX5,SCR,GBLX,MX10003,ae15.0,100000000
VAR3.TAL1,VAR,TWTC-JUNIPER,MX10003,TAL1,619 MABRY ST,TALLAHASSEE,FLORIDA,TLHSFLPW,ae21.0,VAR4.TAL1,VAR,TWTC-JUNIPER,MX10003,ae21.0,100000000
VAR4.TAL1,VAR,TWTC-JUNIPER,MX10003,TAL1,619 MABRY ST,TALLAHASSEE,FLORIDA,TLHSFLPW,ae20.0,SDR4.ATL2,SDR,GBLX,MX10008,ae15.0,100000000
VAR4.TAL1,VAR,TWTC-JUNIPER,MX10003,TAL1,619 MABRY ST,TALLAHASSEE,FLORIDA,TLHSFLPW,ae21.0,VAR3.TAL1,VAR,TWTC-JUNIPER,MX10003,ae21.0,100000000
